sLong,sLat,mean,lu_avg_01,lu_avg_02,lu_avg_03,lu_avg_04,lu_avg_05,lu_avg_06,lu_avg_07,lu_avg_08,lu_avg_09,lu_avg_10,lu_avg_11,lu_avg_12,prec,tmin,tmax,soil_avg_01,soil_avg_02,soil_avg_03,soil_avg_04,soil_avg_05,soil_avg_06,soil_avg_07,soil_avg_08,soil_avg_09,soil_avg_10,hydro_avg_01,hydro_avg_02,hydro_avg_03,hydro_avg_04,hydro_avg_05,hydro_avg_06,hydro_avg_07,hydro_avg_08,hydro_avg_09,hydro_avg_10,hydro_avg_11,hydro_avg_12,hydro_avg_13,hydro_avg_14,hydro_avg_15,hydro_avg_16,hydro_avg_17,hydro_avg_18,hydro_avg_19,dem_avg,slope_ave,lentic_lotic01
-85.354164,34.245834,0.785,24,0,18,38,0,2,15,0,2,0,0,0,1918412,75,223,38,47,42,37,22,8,13,1414,240,6,148,131,39,7461,312,-21,333,65,203,242,50,21733390,2439807,1347746,15,6508799,4440613,6508799,4440613,343,142,5
-85.354164,43.262501,2.06666666666667,1,0,6,3,0,9,78,0,0,0,0,3,8223,10,137,42,57,55,35,11,6,18,1439,240,2,79,116,29,9688,283,-106,389,151,-37,201,-49,90184,10583,3744,25,28366,14979,28366,14979,279,31,1
-85.345833,43.320835,2.86666666666667,1,0,8,4,0,9,76,0,0,0,0,4,3161,9,136,42,56,55,35,11,6,18,1446,240,2,78,117,30,9699,283,-107,390,151,-38,200,-50,34612,4062,1440,25,10901,5733,10901,5733,286,34,1
-85.345833,44.545834,0.473333333333333,9,0,16,25,0,5,41,0,0,0,0,3,4611,-8,118,51,53,63,31,6,8,16,1470,240,2,63,119,30,9641,269,-128,397,137,-55,182,-65,57865,7542,2448,27,19135,9302,19135,9302,328,42,1
-85.337502,34.262501,0.1975,34,0,35,25,0,1,5,0,0,0,0,0,5660,79,232,28,46,40,38,22,6,12,1462,240,5,154,137,40,7487,320,-17,337,71,210,248,55,61485,7251,3529,18,18736,12157,18736,12157,246,226,1
-85.337502,41.920834,1.8,0,0,3,3,0,12,82,0,0,0,0,0,25606,23,144,24,60,32,47,21,3,23,1470,240,2,87,112,29,9592,282,-99,381,207,-40,207,-40,259028,27757,12104,23,80460,43634,80460,43634,284,21,2
-85.337502,46.695835,0.41,13,0,38,46,0,0,0,0,0,0,0,2,2010,-18,84,72,50,62,32,6,8,17,1427,240,2,46,101,27,9389,234,-138,372,126,-30,160,-78,33634,3786,1825,20,10488,5831,10488,5831,225,53,1
-85.32917,41.945835,1.53333333333333,0,0,3,3,0,12,81,0,0,0,0,1,38586,23,144,25,60,32,47,21,3,23,1465,240,2,88,111,29,9590,283,-98,381,207,-40,207,-40,390715,41779,18215,23,121236,65806,121236,65806,282,22,2
-85.32917,41.970833,2.06666666666667,0,0,4,2,0,11,79,0,0,0,0,1,194581,22,142,26,59,33,47,20,4,22,1472,240,2,86,111,29,9529,281,-98,379,205,-40,205,-40,1973006,210564,93375,23,610976,334504,610976,334504,298,22,3
-85.32917,42.329166,0.343333333333333,4,0,49,30,0,2,13,0,0,0,0,3,2267,21,147,35,56,33,47,19,6,22,1474,240,5,89,112,29,9672,288,-98,386,200,-26,210,-39,23495,2478,1018,23,7133,3822,7133,3822,278,54,1
-85.320831,44.712502,0.636666666666667,11,0,23,44,0,4,19,0,0,0,0,0,2224,-8,118,57,56,59,32,9,8,16,1437,240,3,64,117,29,9627,269,-126,395,138,-54,184,-63,28222,3665,1203,27,9376,4508,9376,4508,302,20,1
-85.320831,44.829166,0.613333333333333,3,0,26,14,0,4,44,0,0,0,0,8,115285,-7,120,52,55,56,35,10,7,17,1450,240,3,66,116,29,9586,270,-124,394,141,-52,185,-60,1481555,188906,62240,26,490676,237791,490676,237791,277,98,3
-85.3125,42.670834,0.94,0,1,14,8,0,5,68,0,2,0,0,2,1053,18,142,30,58,44,40,16,5,20,1531,240,2,85,114,29,9643,284,-102,386,195,-31,205,-44,11373,1287,479,24,3487,1855,3487,1855,256,39,1
-85.3125,43.620834,0.48,2,0,22,15,0,5,55,0,0,0,0,0,3815,3,130,54,53,59,34,7,6,17,1466,240,2,72,119,30,9670,278,-115,393,144,-44,194,-55,41782,5005,1775,25,13316,6954,13316,6954,328,49,1
-85.3125,45.029167,0.59,4,0,19,13,0,3,40,0,0,0,0,18,28883,-4,120,52,54,56,33,10,7,16,1438,240,2,69,113,29,9457,269,-119,388,143,-48,186,-55,373174,47768,15918,26,123534,60918,123534,60918,223,111,0
-85.304169,34.0625,0.75,35,0,15,29,0,2,17,0,2,0,0,0,60408,78,233,33,50,40,37,23,7,14,1437,240,7,154,136,41,7324,318,-14,332,110,208,247,58,632666,73862,36213,18,191772,122315,191772,122315,287,80,2
-85.304169,44.979168,0.456666666666667,4,0,19,13,0,3,40,0,0,0,0,18,28883,-4,120,52,54,56,33,10,7,16,1438,240,2,69,113,29,9457,269,-119,388,143,-48,186,-55,373174,47768,15918,26,123534,60918,123534,60918,223,111,0
-85.29583,43.612499,0.43,6,0,18,18,0,4,53,0,0,0,0,1,8743,3,131,54,53,60,33,7,7,17,1470,240,2,72,119,30,9685,278,-115,393,144,-44,194,-55,95790,11505,4050,25,30582,15868,30582,15868,322,43,2
-85.287498,34.195835,1.275,36,0,13,37,0,1,13,0,0,0,0,0,2081,80,234,29,48,41,36,23,6,13,1439,240,6,155,136,40,7431,321,-14,335,73,210,249,58,22013,2611,1254,18,6712,4320,6712,4320,203,85,1
-85.287498,43.620834,0.413333333333333,10,0,16,23,0,2,47,0,0,0,0,2,2231,3,131,54,52,61,33,6,6,16,1479,240,2,72,119,30,9680,278,-115,393,144,-44,194,-56,24407,2939,1021,26,7810,4013,7810,4013,315,40,1
-85.279167,34.204166,0.7725,24,0,18,39,0,2,15,0,2,0,0,0,1891353,75,223,38,47,42,37,22,8,13,1413,240,6,148,131,39,7462,312,-21,333,65,203,242,49,21443276,2405406,1331160,15,6420284,4383420,6420284,4383420,345,143,5
-85.279167,43.4375,0.923333333333333,0,0,9,4,0,8,76,0,0,0,0,1,9521,6,133,48,55,57,34,9,6,18,1463,240,2,75,117,29,9718,281,-112,393,147,-42,197,-53,103421,12254,4287,25,32845,16918,32845,16918,304,28,1
-85.270836,44.345833,0.38,5,0,59,21,0,0,9,0,0,0,0,6,1995,-8,116,56,52,60,34,6,9,17,1476,240,2,59,119,29,9727,268,-133,401,133,-59,181,-69,23970,3150,954,29,8021,3684,8021,3684,396,47,1
-85.270836,44.9375,0.57,4,0,19,13,0,3,40,0,0,0,0,18,28883,-4,120,52,54,56,33,10,7,16,1438,240,2,69,113,29,9457,269,-119,388,143,-48,186,-55,373174,47768,15918,26,123534,60918,123534,60918,223,111,0
-85.270836,45.104168,0.713333333333333,1,0,16,6,0,6,69,0,0,0,0,2,5095,-6,117,48,56,54,35,11,6,17,1453,240,3,67,112,28,9463,266,-121,387,143,-50,185,-56,65821,8306,2885,24,21590,11086,21590,11086,239,61,1
-85.262497,43.6875,0.801666666666667,4,0,9,11,0,4,63,1,2,0,0,6,2296,2,130,50,55,58,33,9,7,19,1448,240,2,71,119,30,9688,278,-117,395,143,-45,193,-57,25224,3051,1063,26,8076,4157,8076,4157,323,27,1
-85.254166,34.204166,0.7725,24,0,18,39,0,2,15,0,2,0,0,0,1890188,75,223,38,47,42,37,22,8,13,1413,240,6,148,131,39,7462,312,-21,333,65,203,242,49,21430901,2403936,1330452,15,6416509,4380983,6416509,4380983,345,143,5
-85.254166,43.162498,0.766666666666667,1,0,10,6,0,8,74,0,1,0,0,1,92840,9,136,45,56,55,35,10,6,17,1454,240,2,78,116,29,9698,283,-108,391,150,-38,200,-50,1010077,118377,41908,25,317814,166262,317814,166262,282,25,3
-85.254166,43.695835,0.36,6,0,11,14,0,4,58,1,1,0,0,6,2752,2,130,51,55,58,33,9,7,19,1451,240,2,71,119,30,9688,278,-117,395,143,-45,193,-57,30232,3658,1273,26,9681,4979,9681,4979,322,27,1
-85.245834,42.479168,0.65,2,0,12,7,0,7,66,0,0,0,0,5,3424,18,143,32,56,37,45,18,5,22,1519,240,3,86,113,29,9674,285,-101,386,197,-29,207,-43,35923,3900,1529,24,10938,5808,10938,5808,292,25,1
-85.245834,45.129166,0.733333333333333,1,0,39,12,0,3,43,0,0,0,0,1,15581,-5,121,53,55,55,36,10,7,18,1456,240,3,68,114,29,9467,269,-121,390,144,-49,186,-56,202247,25843,8553,26,67023,33026,67023,33026,235,122,2
-85.245834,45.162498,0.773333333333333,1,0,40,13,0,3,42,0,0,0,0,1,14580,-6,121,54,55,55,36,10,7,18,1455,240,3,68,115,29,9468,269,-121,390,144,-49,186,-56,189312,24197,7998,26,62755,30884,62755,30884,235,121,2
-85.237503,45.170834,0.6,1,0,42,14,0,2,40,0,0,0,0,1,13512,-6,121,54,55,54,36,10,7,18,1455,240,3,68,115,29,9491,270,-121,391,144,-49,186,-56,175498,22449,7400,26,58214,28570,58214,28570,235,126,2
-85.220833,42.287498,0.426666666666666,1,0,4,5,0,11,68,0,9,0,0,1,6295,21,145,29,58,35,47,19,4,22,1482,240,3,87,111,29,9636,284,-98,382,198,-27,207,-41,65089,6778,2863,23,19756,10665,19756,10665,293,16,1
-85.212502,41.929165,2.4,0,0,3,3,0,13,79,0,0,0,0,2,5782,22,143,27,59,32,47,21,4,23,1459,240,2,87,111,29,9579,282,-98,380,207,-40,207,-40,58544,6247,2730,23,18151,9832,18151,9832,287,28,1
-85.212502,44.970833,0.61,2,0,33,14,0,3,45,0,0,0,0,2,39517,-6,121,52,55,55,36,10,7,17,1460,240,3,68,115,29,9502,270,-122,392,143,-49,186,-56,511472,65364,21681,26,169452,83290,169452,83290,245,120,3
-85.20417,42.870834,2.04444444444444,1,0,5,2,0,12,76,0,0,0,0,5,1761,15,141,27,61,42,41,17,4,23,1531,240,2,82,115,29,9687,284,-105,389,193,-34,203,-47,19251,2200,836,24,5892,3212,5892,3212,253,19,1
-85.195831,42.045834,2.16666666666667,0,0,5,2,0,11,79,0,1,0,0,2,137641,21,142,26,59,33,47,20,4,22,1476,240,2,86,112,29,9502,280,-98,378,205,-40,205,-40,1395028,148972,66616,23,431866,237227,431866,237227,305,23,3
-85.195831,43.329166,1.08333333333333,0,0,7,4,0,8,80,0,0,0,0,1,43869,8,134,43,56,55,34,10,5,18,1456,240,2,77,117,29,9717,283,-110,393,149,-40,199,-51,473731,55630,19617,25,149714,77015,149714,77015,292,21,2
-85.1875,42.629166,7.46666666666667,0,0,6,3,0,11,79,0,0,0,0,0,113195,17,140,27,60,39,43,18,4,22,1515,240,2,83,115,29,9636,283,-105,388,193,-33,203,-46,1206304,133738,52080,24,369414,197223,369414,197223,273,34,3
-85.1875,43.287498,0.96,2,0,5,7,0,8,74,0,0,0,0,5,2967,9,137,48,55,56,34,10,7,18,1450,240,3,79,117,29,9744,285,-109,394,151,-38,201,-50,32438,3800,1332,25,10212,5298,10212,5298,277,16,1
-85.1875,43.420834,1.9,2,0,8,5,0,6,75,0,0,0,0,3,2028,8,134,45,56,55,35,10,6,18,1462,240,2,76,117,29,9722,282,-111,393,148,-40,198,-52,22020,2600,910,25,6974,3593,6974,3593,299,27,1
-85.1875,44.904167,0.456666666666667,1,0,41,15,0,2,39,0,0,0,0,1,2961,-7,121,49,55,54,36,10,7,17,1447,240,3,67,117,29,9591,272,-124,396,141,-51,186,-59,38006,4897,1596,27,12677,5999,12677,5999,283,114,1
-85.1875,45.287498,0.653333333333333,2,0,30,16,0,3,41,0,0,0,0,4,37192,-6,120,56,55,53,35,10,7,18,1429,240,3,67,114,29,9528,269,-124,393,142,-51,185,-58,487337,61817,20385,26,160873,79432,160873,79432,259,136,0
-85.137497,43.8125,0.61,4,0,35,16,0,4,39,0,0,0,0,2,17216,0,126,57,54,59,33,8,7,17,1450,240,2,68,119,30,9709,275,-121,396,179,-49,189,-60,193941,24126,7879,27,63140,30833,63140,30833,325,27,2
-85.129166,42.779167,4.9,0,0,1,1,0,8,88,0,0,0,0,1,7095,15,140,23,62,37,43,20,4,24,1484,240,1,82,115,29,9676,284,-105,389,193,-33,203,-46,77051,8747,3322,24,23611,12722,23611,12722,260,19,1
-85.129166,43.129166,0.866666666666667,1,0,25,7,0,2,63,0,0,0,0,3,2743,13,139,48,54,55,35,10,6,18,1468,240,3,80,116,29,9705,285,-107,392,153,-36,202,-48,29993,3469,1292,24,9276,4968,9276,4968,253,15,1
-85.112503,40.995834,6.79023569023569,0,0,0,0,0,9,89,0,1,0,0,0,213840.666666667,-21.6666666666667,87.6666666666667,24,64,24,51,25,5,26,1463,240,3,100,114,29,9607,293,-90,383,199,-29,219,-29,2739470,287422,143834,21,856817,500965,856817,500965,256,13,3
-85.112503,43.120834,0.736666666666667,0,0,21,3,0,3,73,0,0,0,0,0,2118,13,139,48,54,55,35,10,5,17,1470,240,3,80,116,29,9700,285,-107,392,153,-36,202,-48,23139,2673,999,24,7152,3834,7152,3834,254,14,1
-85.104164,41.904167,4.03333333333333,0,0,3,4,0,11,82,0,0,0,0,1,3210,22,143,25,60,33,47,21,4,23,1474,240,2,87,111,29,9534,281,-98,379,206,-40,206,-40,32402,3495,1522,23,10092,5446,10092,5446,293,28,1
-85.104164,45.262501,0.823333333333333,2,0,30,16,0,3,41,0,0,0,0,4,37192,-6,120,56,55,53,35,10,7,18,1429,240,3,67,114,29,9528,269,-124,393,142,-51,185,-58,487337,61817,20385,26,160873,79432,160873,79432,259,136,0
-85.070831,43.595833,0.67,0,0,10,7,0,6,77,0,0,0,0,0,4378,5,130,46,55,57,34,10,6,18,1448,240,2,72,117,29,9724,279,-114,393,145,-56,194,-56,47330,5667,1938,26,15134,7581,15134,7581,322,38,1
-85.0625,43.0625,0.846666666666667,0,0,10,4,0,9,76,0,0,0,0,1,1816,13,139,50,55,55,34,10,6,19,1433,240,2,81,116,29,9727,285,-107,392,192,-35,202,-48,19763,2280,851,24,6098,3271,6098,3271,254,11,1
-85.04583,41.979168,1.73333333333333,0,0,4,2,0,12,81,0,0,0,0,0,3453,22,142,26,60,33,47,20,4,22,1460,240,2,87,111,29,9561,281,-98,379,206,-40,206,-40,34967,3753,1638,23,10889,5864,10889,5864,291,17,1
-85.037498,41.854168,0.980000000000001,1,0,7,6,0,10,75,0,0,0,0,2,3198,-36,67,26,59,33,47,20,4,22,1479,240,2,87,111,29,9497,280,-98,378,205,-39,205,-39,44327,4779,2120,23,13791,7545,13791,7545,300,20,1
-85.037498,43.845833,0.46,6,0,27,15,0,3,41,1,0,0,0,7,1431,1,127,55,53,62,32,6,8,18,1457,240,2,68,119,30,9756,276,-121,397,180,-50,190,-60,16062,1980,648,27,5227,2546,5227,2546,330,24,1
-85.037498,45.329166,0.466666666666667,6,0,18,12,0,4,47,0,0,0,0,10,4988,-5,116,60,57,54,35,11,7,22,1419,240,4,67,109,28,9483,263,-122,385,142,-51,184,-57,65069,8244,2748,25,21393,10863,21393,10863,237,116,0
-85.029167,41.9375,1.83333333333333,1,0,6,3,0,10,77,0,0,0,0,3,27378,22,142,26,59,34,47,20,4,22,1479,240,2,86,111,29,9491,280,-98,378,205,-40,205,-40,274984,29654,13267,22,85376,46953,85376,46953,308,22,2
-85.029167,41.970833,1.83333333333333,1,0,5,2,0,10,77,0,1,0,0,3,52098,21,142,25,60,33,47,20,4,22,1476,240,2,86,111,29,9480,280,-98,378,204,-40,204,-40,524422,56512,25320,22,162769,89551,162769,89551,309,23,3
-85.029167,42.004166,1.7,1,0,4,2,0,11,78,0,1,0,0,2,63394,21,142,25,59,33,47,20,4,22,1476,240,2,86,111,29,9480,280,-98,378,204,-40,204,-40,638917,68840,30722,23,198422,108795,198422,108795,306,23,3
-85.020836,41.754166,0.72,1,0,5,3,0,10,73,0,1,0,0,6,5460,23,143,26,59,35,46,20,4,22,1484,240,3,86,112,29,9481,280,-98,378,184,-39,205,-39,54525,5873,2648,22,16935,9353,16935,9353,310,25,1
-85.004166,44.762501,1.06333333333333,2,0,34,35,0,0,23,0,0,0,0,6,3657,-11,118,54,55,53,37,10,7,17,1432,240,3,60,119,29,9787,269,-134,403,172,-60,182,-69,46130,5875,1836,29,15433,6987,15433,6987,377,45,1
-84.995834,43.9375,0.45,3,0,59,21,0,1,15,0,0,0,0,2,7339,0,124,61,52,60,34,6,8,17,1463,240,2,66,119,30,9783,274,-123,397,178,-52,189,-63,84125,10414,3392,27,27594,13243,27594,13243,345,37,1
-84.987503,42.154167,1.3,0,0,5,6,0,11,77,0,0,0,0,1,3557,20,142,29,58,35,47,19,4,22,1485,240,2,86,112,29,9562,282,-99,381,205,-41,205,-41,36382,3799,1681,23,11219,6078,11219,6078,295,29,1
-84.979164,41.829166,0.786666666666667,1,0,5,2,0,10,77,0,0,0,0,5,8220,-37,66,26,59,34,46,20,4,22,1483,240,2,86,112,29,9464,279,-98,377,183,-40,204,-40,112431,12084,5492,22,34868,19374,34868,19374,315,20,1
-84.970833,43.279167,0.9,0,0,7,3,0,11,78,0,0,0,0,0,8705,10,135,44,56,55,35,10,5,18,1462,240,2,78,116,29,9707,283,-108,391,149,-50,200,-50,92606,10758,3873,26,29073,14955,29073,14955,284,38,1
-84.970833,44.820835,0.336666666666667,2,0,48,25,0,0,23,0,0,0,0,1,1945,-13,116,54,54,52,38,10,7,17,1427,240,3,59,119,29,9793,268,-136,404,171,-61,181,-70,24471,3093,975,29,8173,3722,8173,3722,396,31,1
-84.962502,41.8125,0.906666666666667,0,0,5,1,0,11,81,0,0,0,0,1,7105,-37,66,25,59,33,47,20,4,21,1484,240,2,85,112,29,9485,279,-98,377,183,-40,204,-40,97064,10426,4744,22,30098,16743,30098,16743,317,20,1
-84.962502,41.854168,2.73333333333333,0,0,9,2,0,9,78,0,0,0,0,1,2288,-37,67,27,58,34,47,19,4,22,1481,240,3,86,112,29,9500,279,-98,377,204,-40,204,-40,31595,3408,1525,23,9814,5382,9814,5382,308,16,1
-84.962502,43.9375,0.526666666666667,1,0,65,20,0,2,12,0,0,0,0,1,4829,0,124,62,52,60,34,6,8,17,1463,240,3,66,119,30,9778,274,-123,397,178,-52,189,-63,55527,6871,2240,27,18223,8744,18223,8744,351,44,1
-84.962502,45.270832,0.416666666666667,6,0,18,12,0,4,47,0,0,0,0,10,4988,-5,116,60,57,54,35,11,7,22,1419,240,4,67,109,28,9483,263,-122,385,142,-51,184,-57,65069,8244,2748,25,21393,10863,21393,10863,237,116,0
-84.945831,43.245834,0.42,0,0,8,4,0,11,77,0,0,0,0,0,11982,10,135,45,56,55,35,10,5,18,1461,240,2,78,115,29,9710,283,-108,391,150,-38,200,-50,127663,14824,5343,26,40024,20671,40024,20671,276,36,1
-84.945831,43.395832,0.736666666666667,0,0,10,4,0,8,77,0,0,0,0,1,2576,8,133,47,55,56,34,10,5,17,1459,240,2,77,115,29,9690,281,-109,390,187,-51,198,-51,27204,3158,1124,26,8580,4332,8580,4332,277,27,1
-84.945831,43.770832,0.326666666666666,4,0,46,31,0,0,16,0,0,0,0,2,1237,4,129,61,51,59,34,7,8,17,1471,240,3,72,118,29,9719,279,-116,395,183,-46,193,-56,13615,1652,548,27,4411,2147,4411,2147,309,87,1
-84.945831,43.9375,0.58,0,0,12,45,0,8,35,0,0,0,0,0,138,0,124,64,53,61,33,7,7,16,1472,240,2,66,119,29,9768,274,-123,397,178,-52,189,-63,1584,196,64,27,520,250,520,250,336,33,1
-84.945831,44.845833,0.446666666666667,1,0,38,18,0,1,42,0,0,0,0,1,5064,-12,117,55,54,54,37,10,7,17,1428,240,3,59,119,29,9814,268,-136,404,171,-61,181,-70,63709,7973,2522,29,21345,9707,21345,9707,400,27,1
-84.9375,44.704166,0.68,3,0,45,43,0,2,6,0,0,0,0,1,3743,-11,118,56,55,55,36,10,8,17,1428,240,3,59,121,29,9798,269,-136,405,171,-61,181,-70,47121,5931,1829,30,15984,7047,15984,7047,382,42,1
-84.929169,33.529167,1.37366071428572,33,0,11,38,0,2,16,0,0,0,0,0,19749.5,22,161.5,36,45,45,35,20,7,10,1417,240,4,156,134,41,7132,314,-11,325,77,209,246,62,191043,21490,11142,17,57848,36601,57848,36601,338,73,1
-84.912498,44.804165,1.13333333333333,1,0,52,27,0,1,18,0,0,0,0,2,1993,-12,116,56,55,52,38,10,7,17,1430,240,3,58,120,29,9816,268,-137,405,171,-62,180,-71,25004,3139,974,30,8457,3758,8457,3758,395,73,1
-84.904167,41.895832,2.96666666666667,0,0,3,0,0,10,85,0,0,0,0,1,6252.5,-9,103.5,23,60,31,48,21,4,22,1468,240,2,85,112,29,9452,279,-98,377,183,-40,203,-40,72423,7760,3552,22,22444,12517,22444,12517,320,30,1
-84.895836,41.929165,2.63333333333333,0,0,2,0,0,11,87,0,0,0,0,0,3472,20,141,24,60,31,48,21,3,22,1459,240,2,86,112,29,9464,279,-98,377,183,-40,204,-40,35136,3761,1711,22,10885,6040,10885,6040,316,24,1
-84.895836,44.804165,0.336666666666667,1,0,43,23,0,1,31,0,0,0,0,1,5999,-12,117,55,55,54,37,10,7,17,1427,240,3,59,120,29,9812,269,-137,406,171,-61,181,-71,75110,9373,2915,30,25414,11297,25414,11297,396,74,2
-84.895836,44.8125,0.34,1,0,36,20,0,1,41,0,0,0,0,1,3491,-12,117,55,55,54,36,9,7,17,1425,240,3,59,120,29,9812,269,-137,406,171,-61,181,-71,43664,5429,1693,30,14772,6576,14772,6576,397,70,1
-84.887497,45.404167,0.506666666666667,5,0,17,15,0,9,52,0,0,0,0,2,2940,-6,112,69,57,54,36,11,8,20,1391,240,5,65,107,28,9507,259,-125,384,141,-53,183,-59,37772,4736,1614,24,12292,6448,12292,6448,246,184,1
-84.862503,41.179165,7.22809119204524,0,0,1,0,0,14,85,0,0,0,0,0,5532.66666666667,-28,83,19,64,30,47,23,3,28,1514,240,1,95,117,30,9592,291,-95,386,194,-19,214,-33,74901,7956,3655,22,23616,13303,23616,13303,239,20,1
-84.845833,43.754166,1.33333333333333,2,0,29,17,0,5,48,0,0,0,0,0,9105,3,128,54,53,61,32,6,7,17,1472,240,2,71,118,29,9733,278,-117,395,182,-57,193,-57,100592,12217,4056,27,32669,15862,32669,15862,307,40,1
-84.820831,42.145832,1.1,0,0,6,3,0,11,77,0,2,0,0,1,58573,18,139,27,58,34,47,19,4,21,1497,240,2,84,112,29,9452,278,-99,377,181,-41,202,-41,599075,63466,29662,21,184745,104771,184745,104771,335,28,2
-84.804169,41.387501,2.8162925170068,0,0,3,2,0,11,82,0,0,0,0,1,181830.714285714,-19.1428571428571,93.4285714285714,21,61,33,47,21,3,23,1498,240,2,87,116,30,9495,283,-99,382,185,-39,205,-39,2224469,235927,111938,21,688244,396839,688244,396839,293,25,4
-84.804169,45.0625,1.01333333333333,1,0,24,11,0,4,58,0,0,0,0,1,3694,-15,113,53,56,54,36,10,7,18,1430,240,3,57,117,29,9861,267,-138,405,170,-64,180,-73,47302,5737,1939,27,15664,7530,15664,7530,413,45,1
-84.79583,41.862499,2.26666666666667,0,0,4,1,0,10,83,0,0,0,0,1,4041,19,141,26,59,32,48,21,4,21,1466,240,2,85,113,29,9460,279,-99,378,182,-41,203,-41,40990,4362,2046,21,12691,7182,12691,7182,342,54,1
-84.79583,41.895832,1.1,0,0,4,2,0,10,81,0,0,0,0,2,7705,-38,65,26,59,32,48,21,4,22,1472,240,2,85,113,30,9428,279,-98,377,182,-40,202,-40,103616,11036,5158,21,32078,18105,32078,18105,336,44,1
-84.79583,44.029167,0.603333333333333,9,0,27,27,0,5,29,0,2,0,0,0,2435,-2,122,57,53,63,31,6,8,17,1469,240,2,65,118,29,9811,273,-127,400,177,-54,187,-65,28971,3575,1159,28,9567,4548,9567,4548,369,74,1
-84.787498,42.354168,2.3,0,0,5,5,0,8,80,0,0,0,0,1,6943,-41,63,28,59,35,45,20,4,23,1497,240,3,83,113,29,9550,281,-101,382,202,-44,202,-44,93788,9954,4246,24,28718,15529,28718,15529,294,27,1
-84.787498,42.370834,0.54,0,0,6,5,0,9,80,0,0,0,0,1,9604,18,139,28,59,35,45,20,4,23,1495,240,3,83,113,29,9550,281,-102,383,202,-44,202,-44,99737,10584,4512,24,30536,16511,30536,16511,293,27,1
-84.787498,44.645832,0.506666666666667,16,0,12,24,0,4,32,0,0,0,0,9,2211,-10,118,57,54,63,31,6,7,17,1458,240,2,59,121,29,9814,269,-138,407,171,-71,181,-71,28319,3531,1096,30,9709,4229,9709,4229,377,100,0
-84.779167,42.4375,4.13333333333333,1,0,5,4,0,9,79,0,0,0,0,2,14771,18,139,28,59,35,45,20,4,24,1498,240,3,83,113,29,9573,281,-102,383,202,-44,202,-44,153655,16345,6906,24,47028,25388,47028,25388,291,25,1
-84.779167,45.129166,0.28,0,0,50,23,0,3,24,0,0,0,0,1,2693,-13,115,61,53,52,39,9,7,18,1444,240,3,59,117,29,9802,268,-135,403,172,-61,181,-69,35107,4290,1471,25,11475,5726,11475,5726,393,94,1
-84.770836,45.395832,0.39,4,0,31,38,0,3,21,0,0,0,0,2,11377,-8,113,77,55,56,35,9,9,20,1409,240,4,62,113,28,9646,264,-131,395,174,-57,182,-64,148489,18382,6382,24,47899,25229,47899,25229,252,97,0
-84.737503,31.0875,0.91311111111111,7,1,3,17,0,12,60,0,0,0,0,0,40695,83.3333333333333,225.333333333333,22,52,39,37,24,4,13,1543,240,1,192,135,45,6265,336,35,301,122,199,269,108,442278,47630,19644,21,132240,78075,132240,78075,61,11,2
-84.737503,41.195835,5.85909544159544,0,0,1,1,0,11,84,0,3,0,0,0,603758,-18.4166666666667,93.0833333333333,22,63,30,48,23,4,25,1489,240,2,94,115,30,9569,289,-94,383,193,-34,213,-34,7585428,799286,383416,21,2370669,1363909,2370669,1363909,267,18,4
-84.737503,44.962502,0.673333333333333,1,0,43,32,0,1,20,0,0,0,0,2,2977,-14,116,57,55,57,34,9,8,16,1446,240,3,58,119,29,9906,269,-138,407,171,-63,181,-72,37660,4528,1511,28,12617,5903,12617,5903,406,25,1
-84.729164,44.045834,0.523333333333333,3,0,47,32,0,1,9,0,0,0,0,8,844,-2,122,61,53,60,34,6,8,18,1468,240,3,64,118,29,9818,273,-127,400,177,-54,187,-65,10112,1248,403,28,3343,1586,3343,1586,356,42,1
-84.712502,44.304165,0.606666666666667,9,0,21,36,0,2,15,0,0,0,1,10,29072,-5,118,92,55,55,32,12,7,20,1364,240,1,61,118,29,9810,268,-133,401,173,-69,183,-69,369900,45587,14747,29,125098,57479,125098,57479,362,35,0
-84.712502,44.3125,0.613333333333333,9,0,21,36,0,2,15,0,0,0,1,10,29072,-5,118,92,55,55,32,12,7,20,1364,240,1,61,118,29,9810,268,-133,401,173,-69,183,-69,369900,45587,14747,29,125098,57479,125098,57479,362,35,0
-84.712502,45.612499,0.643333333333333,0,0,21,21,0,0,53,0,0,0,0,6,126,-10,105,80,54,57,35,9,10,20,1395,240,4,59,109,28,9612,257,-133,390,135,-61,178,-67,1584,198,68,24,508,274,508,274,219,53,1
-84.70417,44.862499,0.323333333333333,3,0,40,24,0,2,28,0,1,0,0,2,2066,-14,116,53,55,54,36,10,7,17,1430,240,3,58,121,29,9907,269,-139,408,171,-73,181,-73,25383,3040,951,32,8771,3572,8771,3572,411,131,1
-84.6875,41.870834,1.33333333333333,0,1,6,3,0,8,79,0,0,0,0,3,2127,-39,65,29,58,33,47,19,4,21,1499,240,3,84,114,30,9423,278,-99,377,181,-41,201,-41,28286,2989,1426,21,8727,5011,8727,5011,348,61,1
-84.67083,44.962502,0.916666666666667,8,0,15,16,0,8,44,0,2,0,0,6,11573,-14,116,50,56,56,35,9,7,17,1443,240,3,58,119,29,9914,269,-138,407,171,-64,181,-73,148833,17780,6112,27,49563,23747,49563,23747,408,51,2
